기준년월,가명식별자,업종(중분류),외감구분,설립일자,종업원수,주소지시군구,상장일자,상장폐지일자,유동자산,비유동자산,당좌자산,재고자산,유형자산,재공품,현금,현금등가물,상품유가증권,현금성자산,매출채권,매출채권(전기),매출채권처분손실(당기),무형자산,투자자산,자산총계,자산총계(전기),유동부채,단기차입금,차입금,매입채무,비유동부채,부채총계,자기자본(납입자본금),자본잉여금,납입자본,이익잉여금,자본조정,기타포괄손익누계액,유보금,자본총계,전기자본총계,매출액,전기매출액,매출원가,매출총이익,판매비와관리비,법인세비용차감전순이익,전기법인세차감전순이익,법인세,계속사업이익,중단산업손익,금융비용,영업손익,전기영업이익,영업외수익,영업외비용,법인세차감전순이익,당기순이익,당기순이익(전기),현금흐름,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,부채상환계수,영업이익이자보상배율,이자비용,사채이자(당기),이자보상배율,적립금비율,EBIT,EBITDA,청산가치율,청산가치,순운전자본,순차입금,재무비율_총자산증가율,재무비율_부채비율,재무비율_자기자본비율,재무비율_유동비율,재무비율_차입금의존도,재무비율_매출액증가율,재무비율_영업이익율,재무비율_당기순이익율,재무비율_매출원가율,재무비율_판관비율,재무비율_자기자본이익률(ROE),재무비율_매출채권회전율,재무비율_재고자산회전율,재무비율_매입채무회전율,재무비율_총자산회전율,재무비율_총자산순이익률,재무비율_유동자산증가율,재무비율_유형자산증가율,단기차입금의존도,당좌비율,순차입금비율,순운전자본회전율,총자본회전율,자기자본순이익율,매출총이익율,EBITDA마진율,영업이익증가율,당기순이익증가율,EBITDA증가율,OCF/매출액비용,부채상환계수.1,차입금/EBITDA,EBITDA/금융비용,사업장소유여부,소유건축물건수,소유건축물실거래가합계,사업장권리침해여부,소유건축물권리침해여부,기업신용공여연체과목수(일보)(미해제),기업신용공여연체과목수(일보)(3개월내유지)(해제포함),기업신용공여연체과목수(일보)(6개월내유지)(해제포함),기업신용공여연체과목수(일보)(1년내유지)(해제포함),기업신용공여연체과목수(일보)(3년내유지)(해제포함),기업신용공여연체과목수(일보)(3개월내발생)(해제포함),기업신용공여연체과목수(일보)(6개월내발생)(해제포함),기업신용공여연체과목수(일보)(1년내발생)(해제포함),기업신용공여연체과목수(일보)(3년내발생)(해제포함),기업신용공여연체과목수(일보)(3개월내유지)(연체일수30일이상)(해제포함),기업신용공여연체과목수(일보)(6개월내유지)(연체일수30일이상)(해제포함),기업신용공여연체과목수(일보)(1년내유지)(연체일수30일이상)(해제포함),기업신용공여연체과목수(일보)(3년내유지)(연체일수30일이상)(해제포함),기업신용공여30일이상연체과목수(일보)(해제포함),기업신용공여30일이상연체과목수(일보)(미해제),기업신용공여30일이상연체과목수(일보)(이자연체)(해제포함),기업신용공여30일이상연체과목수(일보)(이자연체)(미해제),기업신용공여연체기관수(일보)(미해제),기업신용공여30일이상연체기관수(일보)(해제포함),기업신용공여30일이상연체기관수(일보)(미해제),기업신용공여30일이상연체기관수(일보)(연체)(해제포함),기업신용공여30일이상연체기관수(일보)(이자연체)(미해제),기업신용공여연체기관수(일보)(3개월내유지)(연체일수30일이상)(해제포함),기업신용공여연체기관수(일보)(6개월내유지)(연체일수30일이상)(해제포함),기업신용공여연체기관수(일보)(1년내유지)(연체일수30일이상)(해제포함),기업신용공여연체기관수(일보)(3년내유지)(연체일수30일이상)(해제포함),기업신용공여연체최장연체일수(일보)(3개월내유지)(해제포함),기업신용공여연체최장연체일수(일보)(6개월내유지)(해제포함),기업신용공여연체최장연체일수(일보)(1년내유지)(해제포함),기업신용공여연체최장연체일수(일보)(3년내유지)(해제포함),기업신용공여연체최장연체일수(일보)(5년내유지)(해제포함),기업신용공여연체최장연체일수(일보)(3개월내발생)(해제포함),기업신용공여연체최장연체일수(일보)(6개월내발생)(해제포함),기업신용공여연체최장연체일수(일보)(1년내발생)(해제포함),기업신용공여연체최장연체일수(일보)(3년내발생)(해제포함),기업신용공여연체최장연체일수(일보)(5년내발생)(해제포함),신용도판단공공정보건수(CIS)(5년내발생)(해제포함),신용도판단정보공공정보건수(CIS)(미해제),신용도판단정보공공정보건수(관련인제외)(CIS)(당월유지)(해제포함),"공공정보(국세,지방세,관세체납)건수(CIS)(미해제)","공공정보(국세,지방세,관세체납)건수(CIS)(5년내발생)","공공정보(국세,지방세,관세체납,고용산재체납)건수(CIS)(미해제)","공공정보(국세,지방세,관세체납,고용산재체납)건수(CIS)(5년내발생)","신용도판단정보공공정보최근발생일자로부터경과일수(CIS)(해제,삭제)","신용도판단정보공공정보최근해제일자로부터경과일수(CIS)(해제,삭제)",기업신용평가등급(구간화),모형개발용Performance(향후1년내부도여부)
20220101,93353,F42,2,20050401,8,26350.0,,,4561993,608132,4561993,0,392989,0,0,0,1966845,0,1064672,385910.0,0,0,213143,5170125,4711858.0,395813,0,0,123026,20000,415813,410000,0,410000,4344312,0,0,4344312,4754312,4439126.0,6646114,4255671.0,5569991,1076123,690573,385550,674894.0,0,0,0,0,385550,674893.0,49259,27112,407697,315185,629651.0,0,0,0,0,-77777777777777.0,5342860.0,0,0,4076970.0,1059.59,341922,385550,95.84,4954982,4166180,-2848878,9.73,8.75,91.96,1152.56,0.0,56.17,5.8,4.74,83.81,10.39,6.63,9.16,0.0,58.32,1.35,6.1,11.66,-7.53,0.0,1152.56,-59.92,1.6,1.4,6.86,16.19,6.13,-42.87,-49.94,-44.86,0.0,0.0,0.0,4175490.0,0,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,1,0
20220101,93355,M71,2,20110919,11,41135.0,,,678707,3573182,678707,0,3509028,0,0,0,0,0,221575,101303.0,0,17,0,4251889,2034769.0,2351210,1850000,2547000,73891,732000,3083210,100000,0,100000,1068679,0,0,1068679,1168679,773453.0,3519194,3571596.0,946767,2572427,2013321,559106,461231.0,0,0,0,50098,559106,461231.0,185,117069,442222,395226,407578.0,0,0,0,0,2.64,12.91,50098,0,9.83,1068.68,345261,559106,98.49,4187735,-1672503,2320966,108.96,263.82,27.49,28.87,59.9,-1.47,15.89,11.23,26.9,57.21,33.82,21.8,52.94,27.4,1.12,9.3,-33.8,263.67,43.51,28.87,198.6,0.0,3.01,40.7,73.1,13.99,21.22,-3.03,-0.02,0.0,-97.36,0.04,12.15,0,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,5,0
20220101,93356,G46,2,20070524,3,43770.0,,,9335472,10804,9335472,0,6804,0,0,0,0,0,0,0.0,0,0,4000,9346276,9196645.0,100917,0,6000000,0,6000000,6100917,1100000,0,1100000,2145359,0,0,2145359,3245359,3089941.0,1095522,1301774.0,0,1095522,1158611,-63089,-97191.0,0,0,0,0,-63089,-97191.0,236662,1077,172495,155418,85731.0,0,0,0,0,-77777777777777.0,-154190.0,0,0,1724950.0,195.03,203088,-63089,99.96,9342276,9234555,1786841,1.63,187.99,34.72,9250.64,64.2,-15.84,-5.76,14.19,0.0,105.76,4.79,0.0,0.0,0.0,0.12,1.66,1.63,-1.78,0.0,9250.64,55.06,0.12,0.34,4.91,100.0,15.75,35.09,81.29,77.18,0.0,0.0,-0.95,-630890.0,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,3,0
20220101,93357,G46,2,20061030,9,31140.0,,,2234001,1712949,2234001,0,1651747,0,0,0,0,0,994328,1362882.0,0,0,36304,3946950,4254213.0,422049,0,300000,295294,300000,722049,900000,0,900000,2324901,0,0,2324901,3224901,3178847.0,4449649,4575876.0,3605596,844053,278442,565611,1033231.0,0,0,0,6948,565611,1033231.0,37022,7677,594956,594956,1034537.0,0,0,0,0,100.0,9658830.0,6948,0,86.63,258.32,611193,565611,98.45,3885748,1811952,-305293,-7.22,22.39,81.71,529.32,7.6,-2.76,12.71,13.37,81.03,6.26,18.45,3.78,0.0,12.73,1.09,15.07,-5.86,-9.36,0.0,529.32,-9.47,2.46,1.38,18.58,18.97,13.53,-45.26,-42.49,-36.42,0.0,0.0,0.0,117.12,0,5,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,4,0
20220101,93359,F41,2,20000101,63,48850.0,,,1306286,2473350,1283632,22654,1825874,0,0,0,800000,0,0,0.0,0,70376,576400,3779636,3197865.0,499993,57305,1289505,77665,1371046,1871039,600000,0,600000,1311688,-3091,0,1311688,1908597,1709247.0,2554735,2102349.0,1741846,812889,572957,239932,173659.0,0,0,0,27390,239932,173659.0,93201,117490,215644,207440,142754.0,0,0,0,0,32.34,13.22,27390,0,8.87,218.1,181078,239932,82.87,3132160,806293,56620,18.19,98.03,50.5,261.26,34.12,21.52,9.39,8.12,68.18,22.43,10.87,0.0,152.61,51.09,0.73,5.49,92.16,-2.39,1.52,256.73,2.97,3.17,1.34,11.47,31.82,9.51,38.16,45.31,22.41,0.0,-67.66,0.04,12.72,0,2,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,6,0
20220101,93360,G46,2,20080101,1,45190.0,,,1978021,2905110,734315,1243705,2791564,0,0,0,0,0,557702,,0,112751,0,4883131,,2609181,2162095,2162095,440076,0,2609181,2440000,0,2440000,-166050,0,0,-166050,2273950,,2081945,,1781993,299952,213611,86341,,0,0,0,76273,86340,,1547353,1539685,94008,94008,,0,0,0,0,3.41,1.13,76273,0,2.23,-6.81,17742,86340,97.67,4769585,-631160,2129634,,114.74,46.57,75.81,44.28,,4.15,4.52,85.59,10.26,4.13,,,,,1.93,,,44.28,28.14,93.65,0.0,0.92,,14.41,8.18,,,,0.0,-96.59,0.25,1.13,0,3,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,2,0
20220101,93361,C20,2,19950901,24,43770.0,,,5297799,6317186,5065499,232300,4286824,0,0,0,0,0,2141893,2167269.0,0,3872,1710920,11614985,9078178.0,1666588,314100,314100,537289,197543,1864131,97500,0,97500,9653354,0,0,9653354,9750854,7172734.0,12222743,11316086.0,8382739,3840004,744384,3095620,2363116.0,0,0,0,6326,3095620,2363116.0,32471,39236,3088855,2578120,1971571.0,0,0,0,0,1.97,38408230.0,6326,0,489.28,9900.88,2580861,3095620,82.52,9584623,3631211,-2472744,27.94,19.12,83.95,317.88,2.7,8.01,25.33,21.09,68.58,6.09,26.44,5.67,48.64,23.17,1.18,22.2,22.47,-3.38,2.7,303.94,-25.36,3.37,1.25,30.47,31.42,25.32,31.0,30.76,26.88,0.0,-98.03,0.0,602.94,0,4,802910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,2,0
20220101,93362,F42,2,20020901,13,45111.0,,,1610258,4034880,1610258,0,25220,0,0,0,0,0,0,,0,1656,3978185,5645139,,687736,0,191272,63497,585243,1272979,620000,0,620000,2296605,1451168,4387,2296605,4372160,,2627705,,1906281,721424,483183,238241,,0,0,0,497,238242,,34898,2225,270916,267386,,0,0,0,0,100.0,2700520.0,497,0,546.1,605.19,289848,238242,28.97,1635478,922522,-34301,,29.12,77.45,234.14,3.39,,9.07,10.18,72.55,18.39,6.12,,,,,4.74,,,0.0,234.14,-0.78,2.85,0.6,,27.45,10.33,,,,0.0,0.0,0.01,498.17,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,1637,10,0
20220501,126139,L68,2,20181101,3,11545.0,,,17133,550000,17133,0,0,0,0,0,0,0,0,0.0,0,0,0,567133,1226364.0,433099,339906,339906,0,0,433099,310000,0,310000,-175966,0,0,-175966,134034,424766.0,654800,3717750.0,0,654800,926006,-271206,138574.0,0,0,0,0,-271206,138574.0,6557,26084,-290733,-290733,108151.0,0,0,0,0,0.0,-2687860.0,0,0,0.0,-56.76,-288313,-271206,3.02,17133,-415966,327177,-53.75,323.13,23.63,3.96,59.93,-82.39,-41.42,-44.4,0.0,141.42,-216.91,0.0,0.0,0.0,0.73,-51.26,-90.29,0.0,59.93,3.96,244.1,0.0,4.89,-104.06,100.0,-44.4,-295.71,-368.82,-333.99,0.0,-100.0,-0.01,-2712060.0,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,7,0
20220501,126141,C10,2,20180906,3,41190.0,,,1011329,782928,576200,435129,702928,0,0,0,0,0,244505,215643.0,0,0,0,1794257,826509.0,543858,400000,1160000,84610,760000,1303858,300000,0,300000,190399,0,0,190399,490399,166834.0,2800961,1802821.0,2459611,341350,163619,177731,68344.0,0,0,0,38007,177731,68345.0,138,38048,139821,123565,55607.0,0,0,0,0,8.68,4.99,38007,0,4.68,63.47,85564,177731,95.54,1714257,467471,1081305,117.09,265.88,27.33,185.95,64.65,55.37,6.35,4.41,87.81,5.84,25.2,12.17,12.87,62.21,2.14,6.89,334.21,24.72,22.29,105.95,220.49,5.99,5.71,37.6,12.19,6.35,160.05,122.21,109.91,0.0,-91.32,0.06,4.99,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,8,0
20220501,126142,G47,2,20200424,1,43750.0,,,238143,21065,217658,20485,13065,0,0,0,0,0,47600,9893.0,0,0,0,259208,148249.0,142813,0,40048,102361,40048,182861,52000,0,52000,24347,0,0,24347,76347,32166.0,775952,385150.0,515418,260534,230043,30491,8448.0,0,0,0,1103,30491,8448.0,1698,12710,19478,18364,10166.0,0,0,0,0,100.0,871.17,1103,0,18.66,46.82,18329,30491,96.91,251208,95330,-65404,,239.51,29.45,166.75,15.45,,3.93,2.37,66.42,29.65,24.05,,,,,7.08,,,0.0,152.41,-85.67,8.14,10.16,33.85,33.58,2.65,260.93,80.64,114.34,0.0,0.0,0.01,27.64,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,6,0
20220501,126144,G47,2,20200401,12,,,,1487752,18121,1073376,414376,471,0,0,0,0,0,280887,162399.0,0,2425,0,1505874,736889.0,141337,0,500000,0,500000,641337,224084,395979,620063,244473,0,0,640452,864537,450626.0,2925263,1865325.0,897864,2027399,2134805,-107406,109712.0,0,0,0,7031,-107405,109712.0,219977,7117,105456,93849,150624.0,0,0,0,0,100.0,-16.05,7031,0,16.0,285.81,87159,-107405,98.83,1488223,1346415,-249845,,74.18,57.41,1052.63,33.2,,-3.67,3.21,30.69,72.98,10.86,,,,,6.23,,,0.0,759.44,-28.9,2.17,3.38,14.27,69.31,3.85,-197.9,-37.69,-35.06,0.0,0.0,-0.05,-15.28,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,5,0
20220501,126149,C29,2,20201110,1,48730.0,,,117366,27356,40679,76687,21737,0,0,0,0,0,22338,0.0,0,4620,1000,144722,245296.0,38753,25000,70804,607,45804,84557,100000,0,100000,-39834,0,0,-39834,60166,-6511.0,302927,136000.0,219868,83059,106313,-23254,-14515.0,0,0,0,1768,-23254,-14515.0,2231,2300,-23323,-23323,-16511.0,0,0,0,0,6.6,-13.22,1768,0,-12.19,-39.83,-25082,-23254,96.12,139103,78613,54813,,140.54,41.57,302.86,48.92,,-7.68,-7.7,72.58,35.1,-38.76,,,,,-16.12,,,17.27,104.97,91.1,3.85,5.03,-86.94,27.42,-7.12,-60.21,-41.26,0.0,0.0,-93.4,-0.03,-13.15,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,6,0
20220501,126152,G46,2,20191014,2,44133.0,,,492822,34851,202380,290442,19805,0,0,0,0,0,122733,137346.0,0,12045,0,527673,389245.0,393695,200000,200000,88538,0,393695,50000,0,50000,83978,0,0,83978,133978,86322.0,1162032,1423278.0,974367,187665,133833,53832,113350.0,0,0,0,2556,53832,113350.0,840,2556,52116,47656,111745.0,0,0,0,0,1.26,21.95,2556,0,21.39,167.96,45203,53832,97.15,512627,99127,155129,35.56,293.85,25.39,125.18,37.9,-18.36,4.63,4.1,83.85,11.52,35.57,8.94,5.2,6.92,2.53,9.03,33.9,8.93,37.9,51.41,115.79,11.72,8.67,43.26,16.15,4.7,-52.51,-57.35,-49.06,0.0,-98.74,0.04,21.06,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,7,0
20220501,126153,C33,2,20200424,3,29140.0,,,441670,1219956,399381,42289,1185956,0,0,0,0,0,99999,36707.0,0,0,0,1661626,426721.0,1087520,970000,1360000,26670,420000,1507520,100000,0,100000,54106,0,0,54106,154106,107288.0,1288150,607007.0,1064218,223932,170772,53160,6555.0,0,0,0,17662,53161,6554.0,15399,17670,50890,46818,7288.0,0,0,0,0,1.79,5.18,17662,0,3.88,54.11,29213,53161,97.95,1627626,-645850,1061730,,978.24,9.27,40.61,81.85,,4.13,3.63,82.62,13.26,30.38,,,,,2.82,,,58.38,36.72,688.96,0.0,8.36,35.82,17.38,5.32,711.12,542.4,169.86,0.0,-98.21,0.15,5.16,0,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,5,0
20220501,126156,C24,2,20200401,4,41390.0,,,1715786,354253,1129660,586126,143503,0,0,0,0,0,942354,883926.0,0,200000,0,2070039,1991967.0,439529,20000,1137302,251611,1117302,1556831,110000,0,110000,403208,0,0,403208,513208,309612.0,4380820,2346471.0,3816433,564387,307937,256450,225534.0,0,0,0,30394,256450,225534.0,66,31410,225106,203595,199612.0,0,0,0,0,60.31,10.83,30394,0,8.41,366.55,173259,256450,89.82,1859289,1276257,984961,,303.35,24.79,390.37,54.94,,5.85,4.65,87.12,7.03,39.67,,,,,9.84,,,0.97,257.02,191.92,3.43,8.54,49.49,12.88,5.83,13.71,2.0,8.82,0.0,-39.69,0.03,10.73,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,7,0
20220501,126157,C34,2,20200507,1,,,,149319,833001,82159,67160,833001,0,0,0,0,0,69608,25419.0,0,0,0,982320,127409.0,94832,46000,842000,30730,796000,890832,70000,0,70000,22118,-630,0,22118,91488,80906.0,283600,147507.0,121253,162347,139627,22720,11748.0,0,0,0,11411,22720,11747.0,968,11468,12219,10582,11536.0,0,0,0,0,19.88,2.72,11411,0,2.07,30.7,-757,22720,100.0,982320,54487,829773,,973.71,9.31,157.46,85.72,,8.01,3.73,42.75,49.23,11.57,,,,,1.08,,,4.68,86.64,906.97,5.2,3.1,12.28,57.25,8.33,93.41,-8.27,76.53,0.0,-80.12,0.27,2.7,1,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,4,0
20220501,126159,C29,2,20200401,2,41590.0,,,287908,361152,213908,74000,344974,0,0,0,0,0,27325,50395.0,0,3063,0,649060,215819.0,549726,488219,488219,25759,0,549726,100000,0,100000,-666,0,0,-666,99334,79816.0,704875,297515.0,554304,150571,123210,27361,-19439.0,0,0,0,6794,27362,-19439.0,4820,12608,19573,19517,-20184.0,0,0,0,0,1.37,7.01,6794,0,3.88,-0.67,12760,27362,97.51,632882,-261818,308345,,553.41,15.3,52.37,75.22,,3.88,2.77,78.64,17.48,19.65,,,,,3.01,,,75.22,38.91,310.41,0.0,7.1,21.79,21.36,3.74,240.76,196.7,0.0,0.0,-98.63,0.1,6.97,1,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,6,0
20220501,126161,C13,2,20200301,48,48330.0,,,4503180,10571613,2792089,1711091,10516809,0,0,0,0,0,1864365,1582642.0,0,0,5256,15074793,13981678.0,1084974,0,12870700,349733,12995629,14080603,300000,0,300000,694190,0,0,694190,994190,357135.0,13884939,8230522.0,7635406,6249533,4964316,1285217,332789.0,0,0,0,334112,1285217,332789.0,87206,766710,605713,537055,157135.0,0,0,0,0,100.0,8.65,334112,0,2.81,231.4,203029,1285217,99.64,15019989,3418206,12055219,,1416.29,6.6,415.05,85.38,,9.26,3.87,54.99,35.75,54.02,,,,,3.56,,,0.0,257.34,1212.57,4.06,13.97,79.49,45.01,6.77,286.2,241.78,123.32,0.0,0.0,0.05,8.18,1,3,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,4,0
20220501,126162,L68,2,20200201,5,,,,40024235,611115,5094329,34929906,190331,0,0,0,0,0,62150,0.0,0,0,0,40635350,33967528.0,4794434,677661,38177661,1816457,37527125,42321559,2050000,0,2050000,-3736209,0,0,-3736209,-1686209,1757120.0,9259589,0.0,9121537,138052,3584640,-3446588,-291785.0,0,0,0,0,-3446587,-291785.0,3261,3,-3443329,-3443329,-292880.0,0,0,0,0,0.0,-34453950.0,0,0,0.0,-182.25,-3442137,-3446587,98.96,40214566,35229801,36385233,,0.0,-4.15,834.81,93.95,,-37.22,-37.19,98.51,38.71,0.0,,,,,-8.47,,,1.67,106.26,0.0,0.26,-5.49,-9711.69,1.49,-37.19,-1081.21,-1075.68,0.0,0.0,-100.0,-0.11,-34465870.0,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,7,0
20220501,126165,C32,2,20200301,1,48125.0,,,352045,33630,327655,24390,33630,0,0,0,0,0,263006,0.0,0,0,0,385675,47079.0,269356,0,29622,51012,29622,298978,100000,0,100000,-13303,0,0,-13303,86697,46106.0,456175,20900.0,383132,73043,33237,39806,-54484.0,0,0,0,314,39806,-54484.0,1436,651,40591,40591,-53894.0,0,0,0,0,100.0,137.97,314,0,130.27,-13.3,40287,39806,100.0,385675,82689,4633,,344.85,22.48,130.7,7.68,,8.73,8.9,83.99,7.29,46.82,,,,,10.52,,,0.0,121.64,5.34,5.52,5.26,61.13,16.01,8.97,173.06,175.32,0.0,0.0,0.0,0.01,133.57,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,5,0
20220501,126173,J58,2,20200220,2,43112.0,,,64057,2031,64057,0,2031,0,0,0,0,0,1171,100000.0,0,0,0,66088,156542.0,81830,0,0,54037,0,81830,45276,47735,93011,-108754,0,0,-61019,-15743,91777.0,240579,164660.0,197330,43249,239813,-196564,80766.0,0,0,0,0,-196564,80766.0,13408,14,-183171,-183171,81777.0,0,0,0,0,-77777777777777.0,-1965100.0,0,0,0.0,-134.77,-183117,-196564,100.0,66088,-17773,-44297,,0.0,-23.82,78.28,0.0,,-81.7,-76.14,82.02,99.68,0.0,,,,,-277.16,,,0.0,78.28,0.0,0.0,-15.28,-481.81,17.98,-76.14,-343.37,-323.99,-323.1,0.0,0.0,0.0,-1965640.0,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,6,0
20220501,126174,M71,2,20200401,2,41450.0,,,629755,11335,629755,0,1335,0,0,0,0,0,202895,65242.0,0,0,0,641090,153598.0,301812,12580,12580,53758,0,301812,10000,0,10000,329279,0,0,329279,339279,39750.0,2734496,399998.0,2145519,588977,276439,312538,18634.0,0,0,0,0,312538,18634.0,24227,4752,332013,299529,29750.0,0,0,0,0,0.0,3140660.0,0,0,3320130.0,3292.79,299637,312538,98.44,631090,327943,-206408,,88.96,52.92,208.66,1.96,,11.43,10.95,78.46,10.11,88.28,,,,,46.72,,,1.96,208.66,-60.84,8.34,8.06,158.05,21.54,12.14,1577.25,906.82,959.03,0.0,-100.0,0.0,3125380.0,0,0,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,6,0
20220501,126175,C28,2,20200401,9,,,,271930,37643,271930,0,1250,0,0,0,0,0,31613,0.0,0,817,0,309573,100505.0,77095,0,0,0,0,77095,70000,0,70000,162478,0,0,162478,232478,-27662.0,904817,160023.0,0,904817,702561,202256,-38179.0,0,0,0,0,202257,-38179.0,86,210,202132,200139,-37662.0,0,0,0,0,-77777777777777.0,2023430.0,0,0,2021320.0,232.11,200225,202257,88.24,273180,194835,-234130,,33.16,75.1,352.72,0.0,,22.35,22.12,0.0,77.65,86.09,,,,,64.65,,,0.0,352.72,-100.71,4.64,3.89,195.43,100.0,22.34,629.76,631.41,0.0,0.0,0.0,0.0,2022570.0,0,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,5,0
20220501,126180,J58,2,20200301,4,29200.0,,,57943,302605,56517,1426,298982,0,0,0,0,0,99,99.0,0,3623,0,360548,107729.0,106279,94400,174400,2456,80000,186279,10000,0,10000,164269,0,0,164269,174269,94835.0,390569,216181.0,0,390569,315481,75088,84160.0,0,0,0,457,75088,84160.0,11590,458,86221,79434,84835.0,0,0,0,0,0.48,170.27,457,0,189.67,1642.69,78993,75088,99.0,356925,-48336,139731,,106.89,48.33,54.52,48.37,,19.23,20.34,0.0,80.77,45.58,,,,,22.03,,,26.18,53.18,80.18,0.0,2.24,59.04,100.0,22.19,-10.78,-6.37,16.72,0.0,-99.52,0.02,164.31,0,1,-99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999999,999999999,2,0
